,area,fat_per_capita_alcoholic_beverages,fat_per_capita_animal_fats,fat_per_capita_aquatic_products_other,fat_per_capita_cereals_excluding_beer,fat_per_capita_eggs,fat_per_capita_fish_seafood,fat_per_capita_fruits_excluding_wine,fat_per_capita_meat,fat_per_capita_milk_excluding_butter,fat_per_capita_miscellaneous,fat_per_capita_offals,fat_per_capita_oilcrops,fat_per_capita_pulses,fat_per_capita_spices,fat_per_capita_starchy_roots,fat_per_capita_stimulants,fat_per_capita_sugar_sweeteners,fat_per_capita_sugar_crops,fat_per_capita_treenuts,fat_per_capita_vegetable_oils,fat_per_capita_vegetables,calorie_per_capita_alcoholic_beverages,calorie_per_capita_animal_fats,calorie_per_capita_aquatic_products_other,calorie_per_capita_cereals_excluding_beer,calorie_per_capita_eggs,calorie_per_capita_fish_seafood,calorie_per_capita_fruits_excluding_wine,calorie_per_capita_meat,calorie_per_capita_milk_excluding_butter,calorie_per_capita_miscellaneous,calorie_per_capita_offals,calorie_per_capita_oilcrops,calorie_per_capita_pulses,calorie_per_capita_spices,calorie_per_capita_starchy_roots,calorie_per_capita_stimulants,calorie_per_capita_sugar_sweeteners,calorie_per_capita_sugar_crops,calorie_per_capita_treenuts,calorie_per_capita_vegetable_oils,calorie_per_capita_vegetables,protein_per_capita_alcoholic_beverages,protein_per_capita_animal_fats,protein_per_capita_aquatic_products_other,protein_per_capita_cereals_excluding_beer,protein_per_capita_eggs,protein_per_capita_fish_seafood,protein_per_capita_fruits_excluding_wine,protein_per_capita_meat,protein_per_capita_milk_excluding_butter,protein_per_capita_miscellaneous,protein_per_capita_offals,protein_per_capita_oilcrops,protein_per_capita_pulses,protein_per_capita_spices,protein_per_capita_starchy_roots,protein_per_capita_stimulants,protein_per_capita_sugar_sweeteners,protein_per_capita_sugar_crops,protein_per_capita_treenuts,protein_per_capita_vegetable_oils,protein_per_capita_vegetables,infection_level,undernourishment,median_age,aged_70_older,diabetes_prevalence,life_expectancy
161,Timor,0.0,1.76,0.0,7.65,0.61,0.52,0.97,13.59,0.71,0.12,0.09,4.12,0.22,0.12,0.16,0.25,0.0,0.0,0.01,27.27,0.15,0.259196,2.073568,0.0,173.01333,1.166382,1.684774,2.851156,20.08769,2.203166,1.29598,0.388794,7.646281999999999,7.516684,0.388794,13.478192,1.166382,24.62362,0.0,0.0,31.233118,2.462362,0.01,0.1,0.0,27.98,0.69,1.82,0.26,7.52,1.01,0.29,0.48,4.25,3.65,0.1,1.14,0.76,0.0,0.0,0.0,0.01,1.09,Low,26.2,18.0,1.897,6.86,69.5
162,Togo,0.0,0.77,0.0,10.93,0.43,0.68,0.06,4.18,0.17,0.08,0.07,8.31,0.73,0.22,0.68,0.12,0.0,0.0,0.08,37.27,0.16,2.073568,0.907186,0.0,155.90639399999998,0.777588,2.59196,1.29598,7.387085999999999,0.64799,0.777588,0.259196,12.830202,12.571006,0.64799,67.520558,0.388794,13.737388,0.0,0.129598,42.637742,2.462362,0.11,0.03,0.0,31.95,0.53,3.16,0.13,4.4,0.4,0.19,0.27,2.65,5.87,0.17,5.77,0.28,0.0,0.0,0.03,0.0,1.01,Low,18.8,19.4,1.525,6.15,61.04
163,Trinidad and Tobago,0.0,7.32,0.0,4.27,1.01,1.37,0.65,21.58,8.51,0.09,0.25,4.49,0.45,0.66,0.17,1.11,0.0,0.0,0.96,36.31,0.34,6.091106,8.423869999999999,0.0,142.29860399999998,1.94397,5.443116,11.534222,39.008998,20.865278,1.555176,1.166382,6.739096,9.590252,1.814372,10.238242,1.94397,65.187794,0.0,1.4255779999999998,41.600958,6.350301999999999,0.37,0.07,0.0,27.9,1.15,6.8,0.97,24.71,9.31,0.5,1.43,1.53,4.77,0.48,1.89,0.51,0.0,0.0,0.29,0.06,1.88,Low,7.5,36.2,5.819,10.97,73.51
164,Tunisia,0.0,3.67,0.0,6.83,1.74,1.16,0.97,7.36,9.67,0.02,0.17,3.67,0.33,0.88,0.08,1.37,0.0,0.0,4.2,56.82,1.63,3.23995,4.276733999999999,0.0,218.113434,3.23995,3.499146,22.809248,14.25578,25.401208,0.259196,0.518392,5.83191,7.646281999999999,2.980754,7.387085999999999,2.462362,43.674526,0.0,6.091106,65.187794,23.068444,0.21,0.12,0.0,50.22,2.15,3.84,2.07,10.25,11.7,0.08,0.61,2.37,4.02,0.96,1.2,0.72,0.0,0.0,1.52,0.1,8.24,Moderate,3.1,32.7,5.075,8.52,76.7
165,Turkey,0.0,7.64,0.0,5.78,2.83,0.36,0.93,7.85,18.75,0.01,0.09,3.93,0.92,1.09,0.14,0.76,0.0,0.0,7.62,64.92,1.75,3.23995,8.812664,0.0,197.507352,5.18392,1.29598,21.38367,17.236534,45.488898,0.129598,0.388794,6.220704,16.847739999999998,3.23995,12.830202,1.814372,39.656988,0.0,10.756634,74.389252,19.958092,0.13,0.09,0.0,46.93,3.2,1.47,1.99,14.54,20.41,0.06,0.5,1.73,7.52,0.89,2.38,1.27,0.01,0.0,1.84,0.14,7.63,High,2.5,31.6,5.061,12.13,77.69
166,Uganda,0.0,0.86,0.0,3.74,0.18,0.98,1.08,5.17,3.21,0.01,0.1,5.11,0.57,0.02,0.27,0.02,0.0,0.01,0.0,22.33,0.15,10.36784,1.036784,0.0,95.90252,0.388794,3.499146,61.429452,7.775879999999999,7.516684,0.129598,0.388794,9.460654,18.921308,0.129598,26.049198,0.129598,14.644574,0.388794,0.0,25.530806,2.851156,0.75,0.04,0.0,17.84,0.22,4.26,4.26,3.19,2.86,0.02,0.51,3.38,9.55,0.04,2.1,0.17,0.0,0.03,0.0,0.0,1.08,Low,19.05121951219512,16.4,1.308,2.5,63.37
167,Ukraine,0.0,7.23,0.0,4.88,5.33,0.97,0.55,16.81,15.45,0.01,0.2,0.26,0.09,0.05,0.34,1.58,0.0,0.0,1.24,28.28,0.88,14.385378,8.423869999999999,0.0,145.408956,9.849448,3.23995,9.590252,28.900354,34.99146,0.129598,0.907186,0.388794,2.332764,0.259196,29.937138,2.59196,45.229702,0.0,1.684774,32.3995,15.422161999999998,0.54,0.11,0.0,32.18,5.81,3.67,0.84,16.6,15.14,0.05,1.24,0.07,1.19,0.06,5.52,0.52,0.0,0.0,0.31,0.08,4.99,High,2.8,41.4,11.133,7.11,72.06
168,United Arab Emirates,0.0,6.99,0.0,4.81,1.93,1.58,0.54,12.77,7.61,0.02,0.17,3.42,1.19,0.72,0.05,1.9,0.0,0.0,1.57,80.24,0.51,0.0,8.164674,0.0,145.279358,3.499146,5.572714,9.979046,24.62362,24.234826,0.388794,0.64799,5.054322,22.290856,2.332764,5.054322,2.980754,38.490606,0.0,2.332764,91.884982,5.83191,0.0,0.12,0.0,29.93,2.11,6.61,0.86,17.44,9.23,0.12,0.73,1.11,11.12,0.67,0.79,0.67,0.02,0.0,0.53,0.0,2.01,High,5.6,34.0,0.526,17.26,77.97
169,United Kingdom,0.0,12.82,0.0,4.49,3.04,2.19,1.18,34.12,20.84,0.29,0.17,3.75,0.13,0.38,0.17,4.81,0.0,0.0,1.8,54.34,0.63,16.977338,14.774171999999998,0.0,131.023578,5.572714,5.83191,17.106935999999997,56.50472799999999,44.06332,3.499146,0.777588,5.702311999999999,2.980754,1.4255779999999998,16.847739999999998,7.646281999999999,33.306686,0.0,2.59196,62.077442,9.590252,0.78,0.1,0.0,31.33,3.48,5.66,1.43,30.03,18.75,0.91,0.69,1.81,1.5,0.38,2.98,1.73,0.01,0.0,0.57,0.0,3.27,High,2.5,40.8,12.527,4.28,81.32
170,United States,0.0,9.94,0.0,4.99,4.33,1.37,1.66,41.38,23.96,0.0,0.04,6.11,0.22,0.35,0.15,1.48,0.0,0.0,5.21,82.0,0.69,17.884524,11.404623999999998,0.0,109.51031,7.905478,4.795126,17.366132,72.704478,48.858446,0.0,0.129598,9.201458,6.220704,1.29598,11.275026,2.980754,75.94442799999999,0.0,7.646281999999999,93.95855,9.590252,0.62,0.09,0.0,24.69,4.73,5.47,1.42,43.67,22.02,0.0,0.25,3.05,3.18,0.34,2.23,1.42,0.15,0.0,1.89,0.2,3.38,High,2.5,38.3,9.732,10.79,78.86
171,Uruguay,0.0,13.23,0.0,6.44,3.22,0.72,0.41,23.77,22.58,0.08,0.21,2.19,0.17,0.07,0.21,1.97,0.0,0.0,0.4,38.64,0.44,12.052613999999998,15.422161999999998,0.0,146.834534,6.350301999999999,2.332764,9.849448,38.749802,48.59925,1.036784,0.777588,3.23995,3.628744,0.259196,12.830202,4.53593,57.02312,0.0,0.518392,44.322516,6.739096,0.32,0.21,0.0,28.13,3.7,2.62,0.96,19.7,22.64,0.24,0.89,0.92,1.85,0.07,1.79,3.21,0.0,0.0,0.12,0.07,2.08,Moderate,2.5,35.6,10.361,6.93,77.91
172,Uzbekistan,0.0,8.24,0.0,4.5,2.33,0.29,1.07,20.01,23.76,0.02,0.37,0.48,0.03,0.05,0.24,0.39,0.0,0.0,1.9,29.52,1.34,4.017538,9.460654,0.0,190.897854,4.276733999999999,1.036784,18.921308,32.269901999999995,55.07915,0.259196,1.814372,0.777588,0.64799,0.129598,20.476484,0.777588,22.938846,0.0,2.59196,33.825078,24.494022,0.1,0.08,0.0,42.97,2.54,1.19,1.5,15.98,25.02,0.06,2.27,0.21,0.32,0.05,3.78,0.38,0.0,0.0,0.52,0.02,7.44,Low,2.5,28.2,2.873,7.57,71.72
173,Vanuatu,0.0,2.53,0.0,7.71,0.53,2.89,0.57,17.32,1.69,0.05,0.14,40.67,0.0,0.16,0.85,1.36,0.0,0.0,0.05,27.36,0.25,2.980754,2.980754,0.0,134.52272399999998,1.036784,8.423869999999999,15.033368,27.21558,4.795126,0.518392,0.64799,63.632618,0.0,0.518392,50.413622,1.94397,14.774171999999998,0.0,0.129598,31.362716,3.758342,0.01,0.08,0.0,22.05,0.6,8.78,1.43,12.48,1.53,0.12,0.81,7.7,0.01,0.12,6.84,0.21,0.0,0.0,0.01,0.02,1.81,Low,11.9,23.1,2.62,12.02,70.47
174,Venezuela,0.0,2.21,0.0,2.55,1.35,0.73,1.27,7.54,8.42,0.03,0.3,0.37,0.47,0.01,0.19,1.24,0.0,0.0,0.03,48.71,0.26,2.073568,2.59196,0.0,113.009456,2.59196,2.59196,15.551759999999998,14.90377,15.162966,0.518392,0.907186,0.518392,13.218996,0.0,8.553467999999999,2.073568,41.860154,0.129598,0.0,55.85673799999999,4.147136,0.05,0.1,0.0,20.87,1.55,2.99,1.32,10.74,6.75,0.16,0.96,0.11,6.75,0.01,1.34,0.56,0.01,0.03,0.01,0.07,1.27,Low,22.9,29.0,3.915,6.47,72.06
175,Vietnam,0.0,4.94,0.0,6.09,1.14,1.95,0.55,41.66,1.23,0.02,0.51,5.31,0.14,0.34,0.13,0.04,0.0,0.04,0.54,15.25,0.96,10.108644,5.961507999999999,0.0,205.41283,2.073568,8.683066,11.923016,59.355884,4.53593,0.388794,2.203166,11.275026,4.017538,1.166382,5.961507999999999,0.64799,23.32764,0.64799,0.777588,17.49573,13.60779,0.6,0.27,0.0,33.93,1.29,11.13,1.16,19.13,2.14,0.13,2.76,5.3,1.92,0.37,0.46,0.88,0.0,0.02,0.18,0.0,6.43,Low,5.7,32.6,4.718,6.0,75.4
176,Yemen,0.0,1.63,0.0,8.67,0.51,0.28,0.22,6.13,1.48,0.04,0.16,0.98,0.37,0.17,0.03,0.35,0.0,0.0,0.54,23.39,0.14,0.0,1.94397,0.0,171.45815399999998,0.907186,0.777588,7.387085999999999,11.01583,4.53593,0.388794,0.518392,1.4255779999999998,6.739096,0.777588,1.814372,0.64799,34.213871999999995,0.0,0.777588,26.826786,2.462362,0.0,0.02,0.0,36.92,0.53,0.93,0.6,6.99,2.66,0.11,0.6,0.44,3.34,0.2,0.23,0.3,0.0,0.0,0.19,0.0,0.74,Low,41.4,20.3,1.583,5.35,66.12
177,Zambia,0.06,1.24,0.0,12.01,0.71,0.98,0.11,5.68,0.61,0.02,0.13,4.5,0.08,0.09,0.64,0.0,0.0,0.0,0.0,21.14,0.11,4.924723999999999,1.4255779999999998,0.0,154.092022,1.29598,3.23995,1.036784,10.108644,1.29598,0.259196,0.64799,7.775879999999999,1.684774,0.259196,76.722016,0.0,12.31181,0.0,0.0,24.234826,1.94397,0.46,0.03,0.0,31.55,0.87,3.88,0.1,6.39,0.61,0.06,0.89,3.67,0.83,0.07,4.51,0.05,0.0,0.0,0.0,0.0,0.78,Low,30.9,17.7,1.542,3.94,63.89
178,Zimbabwe,0.0,1.6,0.0,8.44,0.3,0.21,0.06,18.26,2.4,0.02,0.08,1.17,0.43,0.03,0.1,0.03,0.0,0.0,0.19,30.84,0.08,7.12789,1.814372,0.0,126.876442,0.518392,0.777588,2.980754,32.658696,5.961507999999999,0.259196,0.259196,2.073568,6.220704,0.129598,7.257487999999999,0.0,21.124474,0.0,0.259196,35.380254,1.29598,0.35,0.02,0.0,25.74,0.37,0.89,0.37,20.59,2.41,0.07,0.37,0.78,2.81,0.05,0.52,0.01,0.0,0.0,0.05,0.02,0.54,Low,19.05121951219512,19.6,1.882,1.82,61.49
